tag_Jichao,locus_tag,old_locus_tag,gene,product,
ECD_RS01525,ECD_RS01525,ECD_00288,prpD,2-methylcitrate dehydratase,
ECD_RS01530,ECD_RS01530,ECD_00289,prpE,propionate--CoA ligase,
ECD_RS01535,ECD_RS01535,ECD_00290,codB,cytosine permease,
ECD_RS01540,ECD_RS01540,ECD_00291,NULL,cytosine deaminase,
ECD_RS01545,ECD_RS01545,ECD_00292,cynR,transcriptional regulator CynR,
ECD_RS01550,ECD_RS01550,ECD_00293,NULL,carbonic anhydrase,
ECD_RS01555,ECD_RS01555,ECD_00294,cynS,cyanase,
ECD_RS01560,ECD_RS01560,ECD_00295,cynX,cyanate transporter CynX,
ECD_RS01565,ECD_RS01565,ECD_00296,lacA,galactoside O-acetyltransferase,
ECD_RS01570,ECD_RS01570,ECD_00297,lacY,lactose permease,
ECD_RS01575,ECD_RS01575,ECD_00298,NULL,beta-galactosidase,
ECD_RS01580,ECD_RS01580,ECD_00299,NULL,LacI family DNA-binding transcriptional regulator,
ECD_RS01585,ECD_RS01585,ECD_00300,mhpR,DNA-binding transcriptional activator MhpR,
ECD_RS01590,ECD_RS01590,ECD_00301,NULL,bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase,
ECD_RS01595,ECD_RS01595,ECD_00302,NULL,2,3-dihydroxyphenylpropionate/2, 3-dihydroxicinnamic acid 1,2-dioxygenase,
ECD_RS01600,ECD_RS01600,ECD_00303,NULL,2-hydroxy-6-oxononadienedioate/2-hydroxy-6- oxononatrienedioate hydrolase,
ECD_RS01605,ECD_RS01605,ECD_00304,mhpD,2-keto-4-pentenoate hydratase,
ECD_RS01610,ECD_RS01610,ECD_00305,NULL,acetaldehyde dehydrogenase (acetylating),
ECD_RS01615,ECD_RS01615,ECD_00306,dmpG,4-hydroxy-2-oxovalerate aldolase,
ECD_RS01620,ECD_RS01620,ECD_00307,NULL,3-(3-hydroxy-phenyl)propionate transporter,
ECD_RS01625,ECD_RS01625,ECD_00308,NULL,DUF2058 domain-containing protein,
ECD_RS01630,ECD_RS01630,ECD_00309,NULL,S-formylglutathione hydrolase FrmB,
ECD_RS01635,ECD_RS01635,ECD_00310,NULL,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,
ECD_RS01640,ECD_RS01640,ECD_00311,frmR,formaldehyde-responsive transcriptional repressor FrmR,
ECD_RS01645,ECD_RS01645,ECD_00312,yaiO,YaiO family outer membrane beta-barrel protein,
ECD_RS25075,ECD_RS25075,NULL,NULL,transferase,
ECD_RS01650,ECD_RS01650,ECD_00313,NULL,IS1 family transposase,
ECD_RS01655,ECD_RS01655,ECD_00315,tauA,taurine ABC transporter substrate-binding protein,
ECD_RS01660,ECD_RS01660,ECD_00316,tauB,taurine ABC transporter ATP-binding subunit,
ECD_RS01665,ECD_RS01665,ECD_00317,tauC,taurine ABC transporter permease TauC,
ECD_RS01670,ECD_RS01670,ECD_00318,tauD,taurine dioxygenase,
ECD_RS01675,ECD_RS01675,ECD_00319,hemB,porphobilinogen synthase,
ECD_RS01680,ECD_RS01680,ECD_00321,NULL,autotransporter outer membrane beta-barrel domain-containing protein,
ECD_RS01685,ECD_RS01685,ECD_00322,iprA,hydrogen peroxide resistance inhibitor IprA,
ECD_RS01690,ECD_RS01690,ECD_00323,ampH,D-alanyl-D-alanine- carboxypeptidase/endopeptidase AmpH,
ECD_RS01700,ECD_RS01700,ECD_00324,sbmA,peptide antibiotic transporter SbmA,
ECD_RS01705,ECD_RS01705,ECD_00325,yaiW,surface-exposed outer membrane lipoprotein YaiW,
ECD_RS01710,ECD_RS01710,ECD_00326,NULL,DUF2755 family protein,
ECD_RS25500,ECD_RS25500,ECD_00327,NULL,DUF2754 domain-containing protein,
ECD_RS01720,ECD_RS01720,ECD_00328,NULL,D-alanine--D-alanine ligase A,
ECD_RS01730,ECD_RS01730,ECD_00329,iraP,anti-adapter protein IraP,
ECD_RS01735,ECD_RS01735,ECD_00330,phoA,alkaline phosphatase,
ECD_RS01740,ECD_RS01740,ECD_00331,psiF,phosphate starvation-inducible protein PsiF,
ECD_RS01745,ECD_RS01745,ECD_00332,adrA,diguanylate cyclase AdrA,
ECD_RS01750,ECD_RS01750,ECD_00333,proC,pyrroline-5-carboxylate reductase,
ECD_RS01755,ECD_RS01755,ECD_00334,NULL,YaiI/YqxD family protein,
ECD_RS01760,ECD_RS01760,ECD_00335,aroL,shikimate kinase AroL,
ECD_RS01765,ECD_RS01765,ECD_00336,yaiA,protein YaiA,
ECD_RS01775,ECD_RS01775,ECD_00337,NULL,AroM family protein,
ECD_RS01780,ECD_RS01780,ECD_00338,ppnP,pyrimidine/purine nucleoside phosphorylase,
ECD_RS01785,ECD_RS01785,ECD_00339,NULL,DUF2773 domain-containing protein,
ECD_RS25505,ECD_RS25505,NULL,NULL,protein YkiD,
ECD_RS01790,ECD_RS01790,ECD_00340,NULL,IS1 family transposase,
ECD_RS01795,ECD_RS01795,ECD_00342,rdgC,recombination-associated protein RdgC,
ECD_RS01800,ECD_RS01800,ECD_00343,NULL,fructokinase,
ECD_RS01805,ECD_RS01805,ECD_00344,araJ,MFS transporter AraJ,
ECD_RS01810,ECD_RS01810,ECD_00345,sbcC,exonuclease subunit SbcC,
ECD_RS01815,ECD_RS01815,ECD_00346,sbcD,exonuclease subunit SbcD,
ECD_RS01820,ECD_RS01820,ECD_00347,phoB,phosphate response regulator transcription factor PhoB,
ECD_RS01825,ECD_RS01825,ECD_00348,phoR,phosphate regulon sensor histidine kinase PhoR,
ECD_RS01830,ECD_RS01830,ECD_00349,brnQ,branched-chain amino acid transporter carrier protein BrnQ,
ECD_RS01835,ECD_RS01835,ECD_00350,proY,proline-specific permease ProY,
ECD_RS01840,ECD_RS01840,ECD_00351,malZ,maltodextrin glucosidase,
ECD_RS01845,ECD_RS01845,ECD_00352,acpH,ACP phosphodiesterase,
ECD_RS01850,ECD_RS01850,ECD_00353,queA,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,
ECD_RS01855,ECD_RS01855,ECD_00354,tgt,tRNA guanosine(34) transglycosylase Tgt,
ECD_RS01860,ECD_RS01860,ECD_00355,yajC,preprotein translocase subunit YajC,
ECD_RS01865,ECD_RS01865,ECD_00356,secD,protein translocase subunit SecD,
ECD_RS01870,ECD_RS01870,ECD_00357,secF,protein translocase subunit SecF,
ECD_RS01875,ECD_RS01875,ECD_00358,NULL,HNH nuclease family protein,
ECD_RS01885,ECD_RS01885,ECD_00359,NULL,nucleoside-specific channel-forming protein Tsx,
ECD_RS01890,ECD_RS01890,ECD_00360,NULL,DUF3251 domain-containing protein,
ECD_RS01895,ECD_RS01895,ECD_00361,nrdR,transcriptional regulator NrdR,
ECD_RS01900,ECD_RS01900,ECD_00362,ribD,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,
ECD_RS01905,ECD_RS01905,ECD_00363,ribE,6,7-dimethyl-8-ribityllumazine synthase,
ECD_RS01910,ECD_RS01910,ECD_00364,nusB,transcription antitermination factor NusB,
ECD_RS01915,ECD_RS01915,ECD_00365,thiL,thiamine-phosphate kinase,
ECD_RS01920,ECD_RS01920,ECD_00366,pgpA,phosphatidylglycerophosphatase A,
ECD_RS01925,ECD_RS01925,ECD_00367,yajO,1-deoxyxylulose-5-phosphate synthase YajO,
ECD_RS01930,ECD_RS01930,ECD_00368,NULL,1-deoxy-D-xylulose-5-phosphate synthase,
ECD_RS01935,ECD_RS01935,ECD_00369,ispA,(2E,6E)-farnesyl diphosphate synthase,
ECD_RS01940,ECD_RS01940,ECD_00370,xseB,exodeoxyribonuclease VII small subunit,
ECD_RS01945,ECD_RS01945,ECD_00371,thiI,tRNA 4-thiouridine(8) synthase ThiI,
ECD_RS01950,ECD_RS01950,ECD_00372,yajL,protein deglycase YajL,
ECD_RS01955,ECD_RS01955,ECD_00373,panE,2-dehydropantoate 2-reductase,
ECD_RS01960,ECD_RS01960,ECD_00374,NULL,YajQ family cyclic di-GMP-binding protein,
ECD_RS01965,ECD_RS01965,ECD_00375,NULL,MFS transporter,
ECD_RS01970,ECD_RS01970,ECD_00376,NULL,sel1 repeat family protein,
ECD_RS01975,ECD_RS01975,ECD_00377,NULL,GNAT family N-acetyltransferase,
ECD_RS01980,ECD_RS01980,ECD_00378,NULL,DUF1778 domain-containing protein,
ECD_RS01985,ECD_RS01985,ECD_00379,cyoE,protoheme IX farnesyltransferase,
ECD_RS01990,ECD_RS01990,ECD_00380,NULL,cytochrome o ubiquinol oxidase subunit IV,
ECD_RS01995,ECD_RS01995,ECD_00381,NULL,cytochrome o ubiquinol oxidase subunit III,
ECD_RS02000,ECD_RS02000,ECD_00382,NULL,cytochrome o ubiquinol oxidase subunit I,
ECD_RS02005,ECD_RS02005,ECD_00383,NULL,cytochrome o ubiquinol oxidase subunit II,
ECD_RS02010,ECD_RS02010,ECD_00384,ampG,muropeptide MFS transporter AmpG,
ECD_RS02015,ECD_RS02015,ECD_00385,NULL,lipoprotein,
ECD_RS02020,ECD_RS02020,ECD_00386,bolA,transcriptional regulator BolA,
ECD_RS02030,ECD_RS02030,ECD_00387,NULL,trigger factor,
ECD_RS02035,ECD_RS02035,ECD_00388,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,
ECD_RS02040,ECD_RS02040,ECD_00389,NULL,ATP-dependent protease ATP-binding subunit ClpX,
ECD_RS02045,ECD_RS02045,ECD_00390,NULL,IS4-like element IS421 family transposase,
ECD_RS02050,ECD_RS02050,ECD_00391,NULL,endopeptidase La,
ECD_RS02055,ECD_RS02055,ECD_00392,hupB,DNA-binding protein HU-beta,
ECD_RS02060,ECD_RS02060,ECD_00393,ppiD,peptidylprolyl isomerase,
ECD_RS02065,ECD_RS02065,ECD_00394,NULL,hypothetical protein,
ECD_RS02070,ECD_RS02070,ECD_00395,NULL,YbgC/FadM family acyl-CoA thioesterase,
ECD_RS02075,ECD_RS02075,ECD_00396,queC,7-cyano-7-deazaguanine synthase QueC,
ECD_RS02080,ECD_RS02080,ECD_00397,NULL,SgrR family transcriptional regulator,
ECD_RS02085,ECD_RS02085,ECD_00398,cof,HMP-PP phosphatase,
ECD_RS02090,ECD_RS02090,ECD_00399,NULL,Lrp/AsnC family transcriptional regulator,
ECD_RS02095,ECD_RS02095,ECD_00400,NULL,SmdA family multidrug ABC transporter permease/ATP-binding protein,
ECD_RS02100,ECD_RS02100,ECD_00401,NULL,SmdB family multidrug efflux ABC transporter permease/ATP-binding protein,
ECD_RS02105,ECD_RS02105,ECD_00402,glnK,P-II family nitrogen regulator,
ECD_RS02110,ECD_RS02110,ECD_00403,amtB,ammonium transporter AmtB,
ECD_RS02115,ECD_RS02115,ECD_00404,tesB,acyl-CoA thioesterase II,
ECD_RS02120,ECD_RS02120,ECD_00405,NULL,lipoprotein,
ECD_RS02125,ECD_RS02125,NULL,atl,DNA base-flipping protein,
ECD_RS22690,ECD_RS22690,NULL,ffs,signal recognition particle sRNA small type,
ECD_RS02130,ECD_RS02130,ECD_00407,NULL,DUF1428 domain-containing protein,
ECD_RS02135,ECD_RS02135,ECD_00408,pdeB,cyclic-guanylate-specific phosphodiesterase PdeB,
ECD_RS02140,ECD_RS02140,ECD_00409,NULL,hypothetical protein,
ECD_RS02145,ECD_RS02145,ECD_00410,NULL,maltose O-acetyltransferase,
ECD_RS02150,ECD_RS02150,ECD_00411,hha,hemolysin expression modulator Hha,
ECD_RS02155,ECD_RS02155,ECD_00412,tomB,Hha toxicity modulator TomB,
ECD_RS02160,ECD_RS02160,ECD_00413,NULL,multidrug efflux RND transporter permease subunit,
ECD_RS02165,ECD_RS02165,ECD_00414,acrA,multidrug efflux RND transporter periplasmic adaptor subunit AcrA,
ECD_RS02170,ECD_RS02170,ECD_00415,acrR,multidrug efflux transporter transcriptional repressor AcrR,
ECD_RS02175,ECD_RS02175,ECD_00416,mscK,mechanosensitive channel MscK,
ECD_RS02185,ECD_RS02185,ECD_00417,NULL,pleiotropic regulatory protein RsmS,
ECD_RS02190,ECD_RS02190,ECD_00418,priC,primosomal replication protein N'',
ECD_RS02195,ECD_RS02195,ECD_00419,NULL,DUF454 family protein,
ECD_RS02200,ECD_RS02200,ECD_00420,NULL,adenine phosphoribosyltransferase,
ECD_RS02205,ECD_RS02205,ECD_00421,NULL,NULL,
ECD_RS02210,ECD_RS02210,ECD_00422,NULL,YbaB/EbfC family nucleoid-associated protein,
ECD_RS02215,ECD_RS02215,ECD_00423,recR,recombination protein RecR,
ECD_RS02220,ECD_RS02220,ECD_00424,htpG,molecular chaperone HtpG,
ECD_RS02225,ECD_RS02225,ECD_00425,NULL,adenylate kinase,
ECD_RS25510,ECD_RS25510,NULL,NULL,hypothetical protein,
ECD_RS02230,ECD_RS02230,ECD_00426,NULL,ferrochelatase,
ECD_RS02235,ECD_RS02235,ECD_00427,NULL,acetyl esterase,
ECD_RS02240,ECD_RS02240,ECD_00428,NULL,inosine/guanosine kinase,
ECD_RS02245,ECD_RS02245,ECD_00429,NULL,Kef family K(+) transporter,
ECD_RS02250,ECD_RS02250,ECD_00430,NULL,MFS transporter,
ECD_RS02255,ECD_RS02255,ECD_00431,NULL,bifunctional UDP-sugar hydrolase/5'-nucleotidase,
ECD_RS02260,ECD_RS02260,ECD_00432,ybaK,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,
ECD_RS02265,ECD_RS02265,ECD_00433,NULL,TraB family protein,
ECD_RS25515,ECD_RS25515,NULL,NULL,IS481 family transposase,
ECD_RS02270,ECD_RS02270,ECD_00434,NULL,HigA family addiction module antidote protein,
ECD_RS02275,ECD_RS02275,ECD_00435,copA,copper-exporting P-type ATPase CopA,
ECD_RS02280,ECD_RS02280,ECD_00436,glsA,glutaminase A,
ECD_RS02285,ECD_RS02285,ECD_00437,NULL,amino acid permease,
ECD_RS02290,ECD_RS02290,ECD_00438,NULL,HTH-type transcriptional regulator CueR,
ECD_RS02295,ECD_RS02295,ECD_00439,NULL,NfeD family protein,
ECD_RS02300,ECD_RS02300,ECD_00440,NULL,SPFH/Band 7/PHB domain protein,
ECD_RS02305,ECD_RS02305,ECD_00441,fetA,iron ABC transporter ATP-binding protein FetA,
ECD_RS02310,ECD_RS02310,ECD_00442,fetB,iron export ABC transporter permease subunit FetB,
ECD_RS02315,ECD_RS02315,ECD_00443,cnoX,chaperedoxin,
ECD_RS02320,ECD_RS02320,ECD_00444,ybbO,NADP(+)-dependent aldehyde reductase,
ECD_RS02325,ECD_RS02325,ECD_00445,tesA,multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1,
ECD_RS02330,ECD_RS02330,ECD_00446,NULL,ABC transporter ATP-binding protein,
ECD_RS02335,ECD_RS02335,ECD_00447,NULL,ABC transporter permease,
ECD_RS02340,ECD_RS02340,ECD_00448,NULL,RHS repeat protein,
ECD_RS02345,ECD_RS02345,ECD_00449,NULL,immunity protein,
ECD_RS02350,ECD_RS02350,ECD_00450,NULL,RHS repeat protein,
ECD_RS24535,ECD_RS24535,ECD_00451,NULL,hypothetical protein,
ECD_RS02360,ECD_RS02360,ECD_00452,NULL,helix-turn-helix domain-containing protein,
ECD_RS02365,ECD_RS02365,ECD_00453,mnmH,tRNA 2-selenouridine(34) synthase MnmH,
ECD_RS02370,ECD_RS02370,ECD_00454,allS,HTH-type transcriptional activator AllS,
ECD_RS02375,ECD_RS02375,ECD_00455,allA,ureidoglycolate lyase,
ECD_RS02380,ECD_RS02380,ECD_00456,allR,HTH-type transcriptional repressor AllR,
ECD_RS02385,ECD_RS02385,ECD_00457,gcl,glyoxylate carboligase,
ECD_RS02390,ECD_RS02390,ECD_00458,NULL,hydroxypyruvate isomerase,
ECD_RS02395,ECD_RS02395,ECD_00459,glxR,2-hydroxy-3-oxopropionate reductase,
ECD_RS02400,ECD_RS02400,ECD_00461,NULL,putative allantoin permease,
ECD_RS02405,ECD_RS02405,ECD_00462,allB,allantoinase AllB,
ECD_RS02410,ECD_RS02410,ECD_00463,NULL,uracil/xanthine transporter,
ECD_RS02415,ECD_RS02415,ECD_00464,glxK,glycerate 3-kinase,
ECD_RS02420,ECD_RS02420,ECD_00465,allE,(S)-ureidoglycine aminohydrolase,
ECD_RS02425,ECD_RS02425,ECD_00466,allC,allantoate deiminase,
ECD_RS02430,ECD_RS02430,ECD_00467,allD,ureidoglycolate dehydrogenase,
ECD_RS02435,ECD_RS02435,ECD_00468,NULL,acyl-CoA synthetase FdrA,
ECD_RS02440,ECD_RS02440,ECD_00469,NULL,DUF1116 domain-containing protein,
ECD_RS02445,ECD_RS02445,ECD_00470,NULL,DUF2877 domain-containing protein,
ECD_RS02450,ECD_RS02450,ECD_00471,NULL,carbamate kinase,
ECD_RS02455,ECD_RS02455,ECD_00472,purK,5-(carboxyamino)imidazole ribonucleotide synthase,
ECD_RS02460,ECD_RS02460,ECD_00473,purE,5-(carboxyamino)imidazole ribonucleotide mutase,
ECD_RS02465,ECD_RS02465,ECD_00474,lpxH,UDP-2,3-diacylglucosamine diphosphatase,
ECD_RS02470,ECD_RS02470,ECD_00475,ppiB,peptidylprolyl isomerase B,
ECD_RS02475,ECD_RS02475,ECD_00476,cysS,cysteine--tRNA ligase,
ECD_RS02480,ECD_RS02480,ECD_00477,NULL,metal-dependent hydrolase,
ECD_RS02485,ECD_RS02485,ECD_00478,ybcJ,ribosome-associated protein YbcJ,
ECD_RS02490,ECD_RS02490,ECD_00479,folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,
ECD_RS02495,ECD_RS02495,ECD_00480,fimA,type 1 fimbrial protein subunit FimA,
ECD_RS02500,ECD_RS02500,ECD_00481,fimC,type 1 fimbria chaperone FimC,
ECD_RS02505,ECD_RS02505,ECD_00482,NULL,fimbrial biogenesis usher protein,
ECD_RS02510,ECD_RS02510,ECD_00483,fimH,type 1 fimbrin D-mannose specific adhesin FimH,
ECD_RS02515,ECD_RS02515,ECD_00484,sfmF,fimbria assembly protein,
ECD_RS02520,ECD_RS02520,ECD_00485,fimZ,fimbria biosynthesis transcriptional regulator FimZ,
ECD_RS02525,ECD_RS02525,ECD_t00007,NULL,tRNA-Arg,
ECD_RS02530,ECD_RS02530,ECD_00486,NULL,site-specific integrase,
ECD_RS22955,ECD_RS22955,ECD_00487,NULL,helix-turn-helix domain-containing protein,
ECD_RS02535,ECD_RS02535,NULL,NULL,DUF4222 domain-containing protein,
ECD_RS02540,ECD_RS02540,ECD_00488,NULL,TraR/DksA family transcriptional regulator,
ECD_RS02545,ECD_RS02545,NULL,NULL,cell division protein ZapA,
ECD_RS02555,ECD_RS02555,ECD_00490,NULL,adenine methyltransferase,
ECD_RS25520,ECD_RS25520,ECD_00491,NULL,hypothetical protein,
ECD_RS02560,ECD_RS02560,ECD_00492,NULL,protein ren,
ECD_RS02565,ECD_RS02565,ECD_00493,emrE,SMR family multidrug efflux protein EmrE,
ECD_RS25525,ECD_RS25525,NULL,NULL,hypothetical protein,
ECD_RS02575,ECD_RS02575,ECD_00494,NULL,recombinase family protein,
ECD_RS02580,ECD_RS02580,ECD_00495,ybcL,Raf kinase inhibitor-like protein YbcL,
ECD_RS02585,ECD_RS02585,ECD_00496,NULL,helix-turn-helix transcriptional regulator,
ECD_RS24545,ECD_RS24545,NULL,NULL,hypothetical protein,
ECD_RS02590,ECD_RS02590,ECD_00497,ybcN,DNA base-flipping protein YbcN,
ECD_RS02595,ECD_RS02595,ECD_00498,NULL,hypothetical protein,
ECD_RS02600,ECD_RS02600,ECD_00499,NULL,DUF1364 domain-containing protein,
ECD_RS02605,ECD_RS02605,ECD_00500,NULL,RusA family crossover junction endodeoxyribonuclease,
ECD_RS02610,ECD_RS02610,ECD_00501,NULL,YlcG family protein,
ECD_RS02615,ECD_RS02615,ECD_00502,quuD,antitermination protein QuuD,
ECD_RS02620,ECD_RS02620,NULL,NULL,porin,
ECD_RS02625,ECD_RS02625,ECD_00504,NULL,IS1 family transposase,
ECD_RS02630,ECD_RS02630,NULL,NULL,phosphoporin PhoE,
ECD_RS02635,ECD_RS02635,ECD_00506,essD,phage lysis protein EssD,
ECD_RS02640,ECD_RS02640,ECD_00507,NULL,lysozyme,
ECD_RS24555,ECD_RS24555,NULL,rzoD,prophage lysis lipoprotein RzoD,
ECD_RS02650,ECD_RS02650,ECD_00509,iss,increased serum survival lipoprotein Iss,
ECD_RS02660,ECD_RS02660,ECD_00510,NULL,YlcI/YnfO family protein,
ECD_RS02670,ECD_RS02670,ECD_00511,NULL,DNA-packaging protein,
ECD_RS25530,ECD_RS25530,NULL,NULL,host specificity protein J,
ECD_RS02675,ECD_RS02675,NULL,NULL,host specificity protein J,
ECD_RS02680,ECD_RS02680,NULL,NULL,phage tail protein,
ECD_RS02685,ECD_RS02685,ECD_00530,NULL,hypothetical protein,
ECD_RS02690,ECD_RS02690,ECD_00531,cusS,Cu(+)/Ag(+) sensor histidine kinase CusS,
ECD_RS02695,ECD_RS02695,ECD_00532,cusR,copper response regulator transcription factor CusR,
ECD_RS02700,ECD_RS02700,ECD_00533,cusC,Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC,
ECD_RS02705,ECD_RS02705,ECD_00534,cusF,Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone CusF,
ECD_RS02710,ECD_RS02710,ECD_00535,cusB,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit CusB,
ECD_RS02715,ECD_RS02715,ECD_00536,cusA,Cu(+)/Ag(+) efflux RND transporter permease subunit CusA,
ECD_RS02720,ECD_RS02720,ECD_00537,pheP,phenylalanine transporter,
ECD_RS02725,ECD_RS02725,ECD_00538,NULL,mechanosensitive ion channel family protein,
ECD_RS02730,ECD_RS02730,ECD_00539,nfsB,oxygen-insensitive NAD(P)H nitroreductase,
ECD_RS02735,ECD_RS02735,ECD_00540,NULL,MmcQ/YjbR family DNA-binding protein,
ECD_RS02740,ECD_RS02740,ECD_00541,NULL,DUF1158 domain-containing protein,
ECD_RS02745,ECD_RS02745,ECD_00542,NULL,glutamate--cysteine ligase,
ECD_RS25095,ECD_RS25095,NULL,NULL,IS3-like element IS150 family transposase,
ECD_RS22975,ECD_RS22975,ECD_00545,NULL,IS1 family transposase,
ECD_RS24565,ECD_RS24565,NULL,NULL,IS3 family transposase,
ECD_RS02770,ECD_RS02770,ECD_00547,NULL,type I toxin-antitoxin system Hok family toxin,
ECD_RS02775,ECD_RS02775,ECD_00548,NULL,IS4-like element IS421 family transposase,
ECD_RS02780,ECD_RS02780,ECD_00549,entD,enterobactin synthase subunit EntD,
ECD_RS02785,ECD_RS02785,ECD_00550,fepA,siderophore enterobactin receptor FepA,
ECD_RS02790,ECD_RS02790,ECD_00551,fes,enterochelin esterase,
ECD_RS02795,ECD_RS02795,ECD_00552,NULL,MbtH family protein,
ECD_RS02800,ECD_RS02800,ECD_00553,entF,enterobactin non-ribosomal peptide synthetase EntF,
ECD_RS02805,ECD_RS02805,ECD_00554,fepE,LPS O-antigen length regulator,
ECD_RS02810,ECD_RS02810,ECD_00555,fepC,iron-enterobactin ABC transporter ATP-binding protein,
ECD_RS02815,ECD_RS02815,ECD_00556,fepG,iron-enterobactin ABC transporter permease,
ECD_RS02820,ECD_RS02820,ECD_00557,fepD,Fe(3+)-siderophore ABC transporter permease,
ECD_RS02825,ECD_RS02825,ECD_00558,entS,enterobactin transporter EntS,
ECD_RS02830,ECD_RS02830,ECD_00559,fepB,Fe2+-enterobactin ABC transporter substrate-binding protein,
ECD_RS02835,ECD_RS02835,ECD_00560,entC,isochorismate synthase EntC,
ECD_RS02840,ECD_RS02840,ECD_00561,entE,(2,3-dihydroxybenzoyl)adenylate synthase,
ECD_RS02845,ECD_RS02845,ECD_00562,entB,enterobactin biosynthesis bifunctional isochorismatase/aryl carrier protein EntB,
ECD_RS02850,ECD_RS02850,ECD_00563,dhbA,2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase,
ECD_RS02855,ECD_RS02855,ECD_00564,entH,proofreading thioesterase EntH,
ECD_RS02860,ECD_RS02860,NULL,cstA,carbon starvation protein CstA,
ECD_RS02865,ECD_RS02865,ECD_00566,NULL,YbdD/YjiX family protein,
ECD_RS02870,ECD_RS02870,ECD_00567,hcxA,hydroxycarboxylate dehydrogenase HcxA,
ECD_RS02875,ECD_RS02875,ECD_00568,ybdL,methionine-oxo-acid transaminase,
ECD_RS02880,ECD_RS02880,ECD_00569,NULL,ParB-like nuclease domain-containing protein,
ECD_RS02885,ECD_RS02885,ECD_00570,NULL,DUF3440 domain-containing protein,
ECD_RS02890,ECD_RS02890,ECD_00571,NULL,IS1 family transposase,
ECD_RS02895,ECD_RS02895,ECD_00573,dsbG,thiol:disulfide interchange protein DsbG,
ECD_RS02900,ECD_RS02900,ECD_00574,ahpC,alkyl hydroperoxide reductase subunit C,
ECD_RS02905,ECD_RS02905,ECD_00575,ahpF,alkyl hydroperoxide reductase subunit F,
ECD_RS02910,ECD_RS02910,ECD_00576,uspG,universal stress protein UspG,
ECD_RS02915,ECD_RS02915,ECD_00577,NULL,glutathione-dependent formaldehyde dehydrogenase,
ECD_RS02925,ECD_RS02925,ECD_00578,NULL,nucleoside diphosphate kinase regulator,
ECD_RS02930,ECD_RS02930,ECD_00579,NULL,ribonuclease I,
ECD_RS02935,ECD_RS02935,ECD_00580,citT,citrate/succinate antiporter CitT,
ECD_RS02940,ECD_RS02940,ECD_00581,NULL,triphosphoribosyl-dephospho-CoA synthase CitG,
ECD_RS02945,ECD_RS02945,ECD_00582,citX,citrate lyase holo-[acyl-carrier protein] synthase,
ECD_RS02950,ECD_RS02950,ECD_00583,citF,citrate lyase subunit alpha,
ECD_RS02955,ECD_RS02955,ECD_00584,citE,citrate (pro-3S)-lyase subunit beta,
ECD_RS02960,ECD_RS02960,ECD_00585,citD,citrate lyase acyl carrier protein,
ECD_RS02965,ECD_RS02965,ECD_00586,citC,[citrate (pro-3S)-lyase] ligase,
ECD_RS02970,ECD_RS02970,ECD_00587,NULL,IS1 family transposase,
ECD_RS02975,ECD_RS02975,ECD_00589,dpiB,sensor histidine kinase DpiB,
ECD_RS02980,ECD_RS02980,ECD_00590,dpiA,two-component response regulator DpiA,
ECD_RS02985,ECD_RS02985,ECD_00591,dcuC,anaerobic C4-dicarboxylate transporter DcuC,
ECD_RS02990,ECD_RS02990,ECD_00592,NULL,phospholipid:lipid A palmitoyltransferase,
ECD_RS02995,ECD_RS02995,ECD_00593,cspE,transcription antiterminator/RNA stability regulator CspE,
ECD_RS03000,ECD_RS03000,ECD_00594,crcB,fluoride efflux transporter CrcB,
ECD_RS03005,ECD_RS03005,ECD_00595,NULL,deaminated glutathione amidase,
ECD_RS03010,ECD_RS03010,ECD_00596,tatE,twin-arginine translocase subunit TatE,
ECD_RS03015,ECD_RS03015,ECD_00597,lipA,lipoyl synthase,
ECD_RS03020,ECD_RS03020,ECD_00598,NULL,DNA-binding transcriptional regulator,
ECD_RS03030,ECD_RS03030,ECD_00599,lipB,lipoyl(octanoyl) transferase LipB,
ECD_RS03035,ECD_RS03035,ECD_00600,NULL,YbeD family protein,
ECD_RS03040,ECD_RS03040,ECD_00601,dacA,D-alanyl-D-alanine carboxypeptidase DacA,
ECD_RS03045,ECD_RS03045,ECD_00602,rlpA,endolytic peptidoglycan transglycosylase RlpA,
ECD_RS03050,ECD_RS03050,ECD_00603,mrdB,peptidoglycan glycosyltransferase MrdB,
ECD_RS03055,ECD_RS03055,ECD_00604,NULL,peptidoglycan DD-transpeptidase MrdA,
