tag_Jichao,locus_tag,old_locus_tag,gene,product,
BW25113_RS01420,BW25113_RS01420,BW25113_0278,NULL,recombinase family protein,
BW25113_RS01425,BW25113_RS01425,BW25113_0279,NULL,hypothetical protein,
BW25113_RS01430,BW25113_RS01430,NULL,NULL,helix-turn-helix domain-containing protein,
BW25113_RS01435,BW25113_RS01435,BW25113_0280,NULL,hypothetical protein,
BW25113_RS01440,BW25113_RS01440,BW25113_0281,NULL,integrase family protein,
BW25113_RS01450,BW25113_RS01450,NULL,NULL,hypothetical protein,
BW25113_RS01455,BW25113_RS01455,BW25113_0283,paoD,molybdenum cofactor insertion chaperone PaoD,
BW25113_RS01460,BW25113_RS01460,BW25113_0284,NULL,xanthine dehydrogenase family protein molybdopterin-binding subunit,
BW25113_RS01465,BW25113_RS01465,BW25113_0285,NULL,xanthine dehydrogenase family protein subunit M,
BW25113_RS01470,BW25113_RS01470,BW25113_0286,paoA,aldehyde dehydrogenase iron-sulfur subunit,
BW25113_RS01475,BW25113_RS01475,BW25113_0287,NULL,YagU family protein,
BW25113_RS01480,BW25113_RS01480,BW25113_0288,NULL,YkgJ family cysteine cluster protein,
BW25113_RS01485,BW25113_RS01485,BW25113_0289,NULL,fimbrial chaperone EcpE,
BW25113_RS01490,BW25113_RS01490,BW25113_0290,ecpD,fimbrial adhesin EcpD,
BW25113_RS01495,BW25113_RS01495,BW25113_0291,NULL,fimbrial biogenesis outer membrane usher protein,
BW25113_RS01500,BW25113_RS01500,BW25113_0292,NULL,fimbrial chaperone EcpB,
BW25113_RS01505,BW25113_RS01505,BW25113_0293,ecpA,common pilus major fimbrillin subunit EcpA,
BW25113_RS01510,BW25113_RS01510,BW25113_0294,ecpR,ECP biosynthesis operon DNA-binding transcriptional regulator EcpR,
BW25113_RS01515,BW25113_RS01515,BW25113_0295,NULL,hypothetical protein,
BW25113_RS01520,BW25113_RS01520,BW25113_4506,NULL,50S ribosomal protein L36,
BW25113_RS01525,BW25113_RS01525,BW25113_0296,NULL,type B 50S ribosomal protein L31,
BW25113_RS01530,BW25113_RS01530,BW25113_4671,NULL,hypothetical protein,
BW25113_RS24925,BW25113_RS24925,BW25113_4630,NULL,oxidoreductase,
BW25113_RS01535,BW25113_RS01535,NULL,NULL,attachment protein,
BW25113_RS01545,BW25113_RS01545,BW25113_0299,NULL,IS3-like element IS3 family transposase,
BW25113_RS01550,BW25113_RS01550,NULL,NULL,helix-turn-helix domain-containing protein,
BW25113_RS25445,BW25113_RS25445,BW25113_4631,NULL,aldo/keto reductase,
BW25113_RS01555,BW25113_RS01555,BW25113_0301,rclC,reactive chlorine species resistance protein RclC,
BW25113_RS01560,BW25113_RS01560,BW25113_0303,NULL,DUF1471 domain-containing protein,
BW25113_RS01565,BW25113_RS01565,BW25113_0304,NULL,pyridine nucleotide-disulfide oxidoreductase,
BW25113_RS01570,BW25113_RS01570,BW25113_0305,NULL,helix-turn-helix transcriptional regulator,
BW25113_RS01575,BW25113_RS01575,BW25113_0306,NULL,(Fe-S)-binding protein,
BW25113_RS01580,BW25113_RS01580,BW25113_0307,NULL,iron-sulfur cluster-binding protein,
BW25113_RS01585,BW25113_RS01585,BW25113_0308,NULL,lactate utilization protein C,
BW25113_RS01595,BW25113_RS01595,BW25113_0310,NULL,hypothetical protein,
BW25113_RS01600,BW25113_RS01600,BW25113_0311,betA,choline dehydrogenase,
BW25113_RS01605,BW25113_RS01605,BW25113_0312,betB,betaine-aldehyde dehydrogenase,
BW25113_RS01610,BW25113_RS01610,BW25113_0313,betI,transcriptional regulator BetI,
BW25113_RS01615,BW25113_RS01615,BW25113_0314,betT,choline BCCT transporter BetT,
BW25113_RS25450,BW25113_RS25450,NULL,NULL,protein YahV,
BW25113_RS01625,BW25113_RS01625,BW25113_0315,NULL,EAL domain-containing protein,
BW25113_RS01630,BW25113_RS01630,BW25113_0316,NULL,LysR family transcriptional regulator,
BW25113_RS01635,BW25113_RS01635,BW25113_0317,NULL,DUF1097 domain-containing protein,
BW25113_RS01640,BW25113_RS01640,BW25113_0318,NULL,ankyrin repeat domain-containing protein,
BW25113_RS01645,BW25113_RS01645,BW25113_0319,NULL,DUF2877 domain-containing protein,
BW25113_RS01650,BW25113_RS01650,BW25113_0320,fdrA,acyl-CoA synthetase FdrA,
BW25113_RS01655,BW25113_RS01655,BW25113_0321,NULL,DUF1116 domain-containing protein,
BW25113_RS01660,BW25113_RS01660,NULL,NULL,hypothetical protein,
BW25113_RS01665,BW25113_RS01665,BW25113_0323,NULL,carbamate kinase family protein,
BW25113_RS01670,BW25113_RS01670,BW25113_0324,NULL,amidohydrolase family protein,
BW25113_RS01675,BW25113_RS01675,BW25113_0325,yahK,NADPH-dependent aldehyde reductase YahK,
BW25113_RS01680,BW25113_RS01680,BW25113_0326,NULL,hypothetical protein,
BW25113_RS01685,BW25113_RS01685,BW25113_0327,NULL,hypothetical protein,
BW25113_RS01690,BW25113_RS01690,BW25113_0328,NULL,amino acid exporter for proline, lysine, glutamate, homoserine,
BW25113_RS01695,BW25113_RS01695,BW25113_0329,NULL,DUF1471 domain-containing protein,
BW25113_RS01700,BW25113_RS01700,BW25113_0330,prpR,propionate catabolism operon regulatory protein PrpR,
BW25113_RS01705,BW25113_RS01705,BW25113_0331,prpB,methylisocitrate lyase,
BW25113_RS01710,BW25113_RS01710,BW25113_0333,prpC,2-methylcitrate synthase,
BW25113_RS01715,BW25113_RS01715,BW25113_0334,prpD,2-methylcitrate dehydratase,
BW25113_RS01720,BW25113_RS01720,BW25113_0335,prpE,propionate--CoA ligase,
BW25113_RS01725,BW25113_RS01725,BW25113_0336,codB,cytosine permease,
BW25113_RS01730,BW25113_RS01730,BW25113_0337,NULL,cytosine deaminase,
BW25113_RS01735,BW25113_RS01735,BW25113_0338,cynR,transcriptional regulator CynR,
BW25113_RS01740,BW25113_RS01740,BW25113_0339,NULL,carbonic anhydrase,
BW25113_RS01745,BW25113_RS01745,BW25113_0340,cynS,cyanase,
BW25113_RS01750,BW25113_RS01750,BW25113_0341,cynX,cyanate transporter CynX,
BW25113_RS01755,BW25113_RS01755,BW25113_0342,lacA,galactoside O-acetyltransferase,
BW25113_RS01760,BW25113_RS01760,BW25113_0343,lacY,lactose permease,
BW25113_RS01765,BW25113_RS01765,NULL,NULL,DUF4981 domain-containing protein,
BW25113_RS25455,BW25113_RS25455,NULL,NULL,paraslipin,
BW25113_RS23320,BW25113_RS23320,NULL,NULL,relaxase/mobilisation nuclease domain-containing protein,
BW25113_RS01775,BW25113_RS01775,BW25113_0345,NULL,LacI family DNA-binding transcriptional regulator,
BW25113_RS01780,BW25113_RS01780,BW25113_0346,mhpR,DNA-binding transcriptional activator MhpR,
BW25113_RS01785,BW25113_RS01785,BW25113_0347,NULL,bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase,
BW25113_RS01790,BW25113_RS01790,BW25113_0348,NULL,2,3-dihydroxyphenylpropionate/2, 3-dihydroxicinnamic acid 1,2-dioxygenase,
BW25113_RS01795,BW25113_RS01795,NULL,NULL,alpha/beta fold hydrolase,
BW25113_RS01800,BW25113_RS01800,NULL,NULL,IS30-like element IS30 family transposase,
BW25113_RS01805,BW25113_RS01805,NULL,NULL,alpha/beta fold hydrolase,
BW25113_RS01810,BW25113_RS01810,BW25113_0350,mhpD,2-keto-4-pentenoate hydratase,
BW25113_RS01815,BW25113_RS01815,BW25113_0351,NULL,acetaldehyde dehydrogenase (acetylating),
BW25113_RS01820,BW25113_RS01820,BW25113_0352,dmpG,4-hydroxy-2-oxovalerate aldolase,
BW25113_RS01825,BW25113_RS01825,BW25113_0353,NULL,3-(3-hydroxy-phenyl)propionate transporter,
BW25113_RS01830,BW25113_RS01830,BW25113_0354,NULL,DUF2058 domain-containing protein,
BW25113_RS01835,BW25113_RS01835,BW25113_0355,NULL,S-formylglutathione hydrolase FrmB,
BW25113_RS01840,BW25113_RS01840,BW25113_0356,NULL,S-(hydroxymethyl)glutathione dehydrogenase,
BW25113_RS01845,BW25113_RS01845,BW25113_0357,frmR,formaldehyde-responsive transcriptional repressor FrmR,
BW25113_RS01850,BW25113_RS01850,BW25113_0358,yaiO,YaiO family outer membrane beta-barrel protein,
BW25113_RS01855,BW25113_RS01855,NULL,NULL,transferase,
BW25113_RS01870,BW25113_RS01870,BW25113_0361,NULL,IS3-like element IS2 family transposase,
BW25113_RS23340,BW25113_RS23340,NULL,NULL,acetyltransferase,
BW25113_RS01875,BW25113_RS01875,BW25113_0363,NULL,glycosyltransferase family 2 protein,
BW25113_RS25460,BW25113_RS25460,NULL,NULL,protein YkiC,
BW25113_RS01880,BW25113_RS01880,BW25113_0364,NULL,PIG-L family deacetylase,
BW25113_RS01885,BW25113_RS01885,BW25113_0365,tauA,taurine ABC transporter substrate-binding protein,
BW25113_RS01890,BW25113_RS01890,BW25113_0366,tauB,taurine ABC transporter ATP-binding subunit,
BW25113_RS01895,BW25113_RS01895,BW25113_0367,tauC,taurine ABC transporter permease TauC,
BW25113_RS01900,BW25113_RS01900,BW25113_0368,tauD,taurine dioxygenase,
BW25113_RS01905,BW25113_RS01905,BW25113_0369,hemB,porphobilinogen synthase,
BW25113_RS01915,BW25113_RS01915,NULL,NULL,hypothetical protein,
BW25113_RS01920,BW25113_RS01920,BW25113_0372,NULL,IS3-like element IS3 family transposase,
BW25113_RS01930,BW25113_RS01930,NULL,NULL,autotransporter outer membrane beta-barrel domain-containing protein,
BW25113_RS01935,BW25113_RS01935,BW25113_0375,iprA,hydrogen peroxide resistance inhibitor IprA,
BW25113_RS01940,BW25113_RS01940,BW25113_0376,NULL,OXA-12 family class D beta-lactamase AmpH,
BW25113_RS01950,BW25113_RS01950,BW25113_0377,sbmA,peptide antibiotic transporter SbmA,
BW25113_RS01955,BW25113_RS01955,BW25113_0378,yaiW,surface-exposed outer membrane lipoprotein YaiW,
BW25113_RS01960,BW25113_RS01960,BW25113_0379,NULL,DUF2755 family protein,
BW25113_RS25465,BW25113_RS25465,BW25113_0380,NULL,DUF2754 domain-containing protein,
BW25113_RS01970,BW25113_RS01970,BW25113_0381,NULL,D-alanine--D-alanine ligase A,
BW25113_RS01980,BW25113_RS01980,BW25113_0382,iraP,anti-adapter protein IraP,
BW25113_RS01985,BW25113_RS01985,BW25113_0383,phoA,alkaline phosphatase,
BW25113_RS01990,BW25113_RS01990,BW25113_0384,psiF,phosphate starvation-inducible protein PsiF,
BW25113_RS01995,BW25113_RS01995,BW25113_0385,adrA,diguanylate cyclase AdrA,
BW25113_RS02000,BW25113_RS02000,BW25113_0386,proC,pyrroline-5-carboxylate reductase,
BW25113_RS02005,BW25113_RS02005,BW25113_0387,NULL,YaiI/YqxD family protein,
BW25113_RS02010,BW25113_RS02010,BW25113_0388,aroL,shikimate kinase AroL,
BW25113_RS02015,BW25113_RS02015,BW25113_0389,yaiA,protein YaiA,
BW25113_RS02025,BW25113_RS02025,BW25113_0390,NULL,AroM family protein,
BW25113_RS02030,BW25113_RS02030,BW25113_0391,ppnP,pyrimidine/purine nucleoside phosphorylase,
BW25113_RS02035,BW25113_RS02035,NULL,NULL,DUF2773 domain-containing protein,
BW25113_RS25470,BW25113_RS25470,NULL,NULL,protein YkiD,
BW25113_RS02040,BW25113_RS02040,BW25113_0393,rdgC,recombination-associated protein RdgC,
BW25113_RS02045,BW25113_RS02045,BW25113_0394,NULL,fructokinase,
BW25113_RS02050,BW25113_RS02050,BW25113_0396,araJ,MFS transporter AraJ,
BW25113_RS02055,BW25113_RS02055,BW25113_0397,sbcC,exonuclease subunit SbcC,
BW25113_RS02060,BW25113_RS02060,BW25113_0398,sbcD,exonuclease subunit SbcD,
BW25113_RS02065,BW25113_RS02065,BW25113_0399,phoB,phosphate response regulator transcription factor PhoB,
BW25113_RS02070,BW25113_RS02070,BW25113_0400,phoR,phosphate regulon sensor histidine kinase PhoR,
BW25113_RS02075,BW25113_RS02075,BW25113_0401,brnQ,branched-chain amino acid transporter carrier protein BrnQ,
BW25113_RS02080,BW25113_RS02080,BW25113_0402,proY,proline-specific permease ProY,
BW25113_RS02085,BW25113_RS02085,BW25113_0403,malZ,maltodextrin glucosidase,
BW25113_RS02090,BW25113_RS02090,BW25113_0404,acpH,ACP phosphodiesterase,
BW25113_RS02095,BW25113_RS02095,BW25113_0405,queA,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,
BW25113_RS02100,BW25113_RS02100,BW25113_0406,tgt,tRNA guanosine(34) transglycosylase Tgt,
BW25113_RS02105,BW25113_RS02105,BW25113_0407,yajC,preprotein translocase subunit YajC,
BW25113_RS02110,BW25113_RS02110,BW25113_0408,secD,protein translocase subunit SecD,
BW25113_RS02115,BW25113_RS02115,BW25113_0409,secF,protein translocase subunit SecF,
BW25113_RS02120,BW25113_RS02120,BW25113_0410,NULL,HNH nuclease family protein,
BW25113_RS02130,BW25113_RS02130,BW25113_0411,NULL,nucleoside-specific channel-forming protein Tsx,
BW25113_RS02135,BW25113_RS02135,BW25113_0412,NULL,DUF3251 domain-containing protein,
BW25113_RS02140,BW25113_RS02140,BW25113_0413,nrdR,transcriptional regulator NrdR,
BW25113_RS02145,BW25113_RS02145,BW25113_0414,ribD,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,
BW25113_RS02150,BW25113_RS02150,BW25113_0415,ribE,6,7-dimethyl-8-ribityllumazine synthase,
BW25113_RS02155,BW25113_RS02155,BW25113_0416,nusB,transcription antitermination factor NusB,
BW25113_RS02160,BW25113_RS02160,BW25113_0417,thiL,thiamine-phosphate kinase,
BW25113_RS02165,BW25113_RS02165,BW25113_0418,pgpA,phosphatidylglycerophosphatase A,
BW25113_RS02170,BW25113_RS02170,BW25113_0419,yajO,1-deoxyxylulose-5-phosphate synthase YajO,
BW25113_RS02175,BW25113_RS02175,BW25113_0420,NULL,1-deoxy-D-xylulose-5-phosphate synthase,
BW25113_RS02180,BW25113_RS02180,BW25113_0421,ispA,(2E,6E)-farnesyl diphosphate synthase,
BW25113_RS02185,BW25113_RS02185,BW25113_0422,xseB,exodeoxyribonuclease VII small subunit,
BW25113_RS02190,BW25113_RS02190,BW25113_0423,thiI,tRNA 4-thiouridine(8) synthase ThiI,
BW25113_RS02195,BW25113_RS02195,BW25113_0424,yajL,protein deglycase YajL,
BW25113_RS02200,BW25113_RS02200,BW25113_0425,panE,2-dehydropantoate 2-reductase,
BW25113_RS02205,BW25113_RS02205,BW25113_0426,NULL,YajQ family cyclic di-GMP-binding protein,
BW25113_RS02210,BW25113_RS02210,BW25113_0427,NULL,MFS transporter,
BW25113_RS02215,BW25113_RS02215,BW25113_0428,cyoE,protoheme IX farnesyltransferase,
BW25113_RS02220,BW25113_RS02220,BW25113_0429,NULL,cytochrome o ubiquinol oxidase subunit IV,
BW25113_RS02225,BW25113_RS02225,BW25113_0430,NULL,cytochrome o ubiquinol oxidase subunit III,
BW25113_RS02230,BW25113_RS02230,BW25113_0431,NULL,cytochrome o ubiquinol oxidase subunit I,
BW25113_RS02235,BW25113_RS02235,BW25113_0432,NULL,cytochrome o ubiquinol oxidase subunit II,
BW25113_RS02240,BW25113_RS02240,BW25113_0433,ampG,muropeptide MFS transporter AmpG,
BW25113_RS02245,BW25113_RS02245,BW25113_0434,NULL,hypothetical protein,
BW25113_RS02250,BW25113_RS02250,BW25113_0435,bolA,transcriptional regulator BolA,
BW25113_RS02260,BW25113_RS02260,BW25113_0436,NULL,trigger factor,
BW25113_RS02265,BW25113_RS02265,BW25113_0437,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,
BW25113_RS02270,BW25113_RS02270,BW25113_0438,NULL,ATP-dependent protease ATP-binding subunit ClpX,
BW25113_RS02275,BW25113_RS02275,BW25113_0439,NULL,endopeptidase La,
BW25113_RS02280,BW25113_RS02280,BW25113_0440,hupB,DNA-binding protein HU-beta,
BW25113_RS02285,BW25113_RS02285,BW25113_0441,ppiD,peptidylprolyl isomerase,
BW25113_RS02290,BW25113_RS02290,BW25113_0442,NULL,hypothetical protein,
BW25113_RS02295,BW25113_RS02295,BW25113_0443,NULL,YbgC/FadM family acyl-CoA thioesterase,
BW25113_RS02300,BW25113_RS02300,BW25113_0444,queC,7-cyano-7-deazaguanine synthase QueC,
BW25113_RS02305,BW25113_RS02305,BW25113_0445,NULL,SgrR family transcriptional regulator,
BW25113_RS02310,BW25113_RS02310,BW25113_0446,cof,HMP-PP phosphatase,
BW25113_RS02315,BW25113_RS02315,BW25113_0447,NULL,Lrp/AsnC family transcriptional regulator,
BW25113_RS02320,BW25113_RS02320,BW25113_0448,NULL,SmdA family multidrug ABC transporter permease/ATP-binding protein,
BW25113_RS02325,BW25113_RS02325,BW25113_0449,NULL,SmdB family multidrug efflux ABC transporter permease/ATP-binding protein,
BW25113_RS02330,BW25113_RS02330,BW25113_0450,glnK,P-II family nitrogen regulator,
BW25113_RS02335,BW25113_RS02335,BW25113_0451,amtB,ammonium transporter AmtB,
BW25113_RS02340,BW25113_RS02340,BW25113_0452,tesB,acyl-CoA thioesterase II,
BW25113_RS02345,BW25113_RS02345,BW25113_0453,NULL,hypothetical protein,
BW25113_RS02350,BW25113_RS02350,NULL,atl,DNA base-flipping protein,
BW25113_RS23035,BW25113_RS23035,BW25113_0455,ffs,signal recognition particle sRNA small type,
BW25113_RS02355,BW25113_RS02355,BW25113_0456,NULL,DUF1428 domain-containing protein,
BW25113_RS02360,BW25113_RS02360,BW25113_0457,pdeB,cyclic-guanylate-specific phosphodiesterase PdeB,
BW25113_RS02365,BW25113_RS02365,BW25113_0458,NULL,hypothetical protein,
BW25113_RS02370,BW25113_RS02370,BW25113_0459,NULL,maltose O-acetyltransferase,
BW25113_RS02375,BW25113_RS02375,BW25113_0460,hha,hemolysin expression modulator Hha,
BW25113_RS02380,BW25113_RS02380,BW25113_0461,tomB,Hha toxicity modulator TomB,
BW25113_RS02385,BW25113_RS02385,BW25113_0462,NULL,multidrug efflux RND transporter permease subunit,
BW25113_RS02390,BW25113_RS02390,BW25113_0463,acrA,multidrug efflux RND transporter periplasmic adaptor subunit AcrA,
BW25113_RS02395,BW25113_RS02395,BW25113_0464,acrR,multidrug efflux transporter transcriptional repressor AcrR,
BW25113_RS02400,BW25113_RS02400,BW25113_0465,mscK,mechanosensitive channel MscK,
BW25113_RS02410,BW25113_RS02410,BW25113_0466,NULL,DUF2496 domain-containing protein,
BW25113_RS02415,BW25113_RS02415,BW25113_0467,priC,primosomal replication protein N'',
BW25113_RS02420,BW25113_RS02420,BW25113_0468,NULL,DUF454 family protein,
BW25113_RS02425,BW25113_RS02425,BW25113_0469,NULL,adenine phosphoribosyltransferase,
BW25113_RS02430,BW25113_RS02430,BW25113_0470,NULL,NULL,
BW25113_RS02435,BW25113_RS02435,BW25113_0471,NULL,YbaB/EbfC family nucleoid-associated protein,
BW25113_RS02440,BW25113_RS02440,BW25113_0472,recR,recombination protein RecR,
BW25113_RS02445,BW25113_RS02445,BW25113_0473,htpG,molecular chaperone HtpG,
BW25113_RS02450,BW25113_RS02450,BW25113_0474,NULL,adenylate kinase,
BW25113_RS25475,BW25113_RS25475,NULL,NULL,hypothetical protein,
BW25113_RS02455,BW25113_RS02455,BW25113_0475,NULL,ferrochelatase,
BW25113_RS02460,BW25113_RS02460,BW25113_0476,NULL,acetyl esterase,
BW25113_RS02465,BW25113_RS02465,BW25113_0477,NULL,inosine/guanosine kinase,
BW25113_RS02470,BW25113_RS02470,BW25113_0478,NULL,Kef family K(+) transporter,
BW25113_RS02475,BW25113_RS02475,BW25113_0479,NULL,MFS transporter,
BW25113_RS02480,BW25113_RS02480,BW25113_0480,NULL,bifunctional UDP-sugar hydrolase/5'-nucleotidase,
BW25113_RS02485,BW25113_RS02485,BW25113_0481,ybaK,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,
BW25113_RS02490,BW25113_RS02490,BW25113_0482,NULL,TraB family protein,
BW25113_RS25480,BW25113_RS25480,NULL,NULL,IS481 family transposase,
BW25113_RS02495,BW25113_RS02495,BW25113_0483,NULL,HigA family addiction module antidote protein,
BW25113_RS02500,BW25113_RS02500,BW25113_0484,copA,copper-exporting P-type ATPase CopA,
BW25113_RS02505,BW25113_RS02505,BW25113_0485,glsA,glutaminase A,
BW25113_RS02510,BW25113_RS02510,BW25113_0486,NULL,amino acid permease,
BW25113_RS02515,BW25113_RS02515,BW25113_0487,NULL,HTH-type transcriptional regulator CueR,
BW25113_RS02520,BW25113_RS02520,BW25113_0488,NULL,NfeD family protein,
BW25113_RS02525,BW25113_RS02525,BW25113_0489,NULL,SPFH/Band 7/PHB domain protein,
BW25113_RS02530,BW25113_RS02530,BW25113_0490,fetA,iron ABC transporter ATP-binding protein FetA,
BW25113_RS02535,BW25113_RS02535,BW25113_0491,fetB,iron export ABC transporter permease subunit FetB,
BW25113_RS02540,BW25113_RS02540,BW25113_0492,cnoX,chaperedoxin,
BW25113_RS02545,BW25113_RS02545,BW25113_0493,ybbO,NADP(+)-dependent aldehyde reductase,
BW25113_RS02550,BW25113_RS02550,BW25113_0494,tesA,multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1,
BW25113_RS02555,BW25113_RS02555,BW25113_0495,NULL,ABC transporter ATP-binding protein,
BW25113_RS02560,BW25113_RS02560,BW25113_0496,NULL,ABC transporter permease,
BW25113_RS02565,BW25113_RS02565,BW25113_0497,NULL,RHS repeat protein,
BW25113_RS02570,BW25113_RS02570,BW25113_0498,NULL,immunity protein,
BW25113_RS02575,BW25113_RS02575,NULL,NULL,RHS repeat protein,
BW25113_RS24960,BW25113_RS24960,NULL,NULL,hypothetical protein,
BW25113_RS02585,BW25113_RS02585,NULL,NULL,helix-turn-helix domain-containing protein,
BW25113_RS02590,BW25113_RS02590,BW25113_0503,mnmH,tRNA 2-selenouridine(34) synthase MnmH,
BW25113_RS02595,BW25113_RS02595,BW25113_0504,allS,HTH-type transcriptional activator AllS,
BW25113_RS02600,BW25113_RS02600,BW25113_0505,allA,ureidoglycolate lyase,
BW25113_RS02605,BW25113_RS02605,BW25113_0506,allR,HTH-type transcriptional repressor AllR,
BW25113_RS02610,BW25113_RS02610,BW25113_0507,gcl,glyoxylate carboligase,
BW25113_RS02615,BW25113_RS02615,BW25113_0508,NULL,hydroxypyruvate isomerase,
BW25113_RS02620,BW25113_RS02620,BW25113_0509,glxR,2-hydroxy-3-oxopropionate reductase,
BW25113_RS02625,BW25113_RS02625,BW25113_0511,NULL,putative allantoin permease,
BW25113_RS02630,BW25113_RS02630,BW25113_0512,allB,allantoinase AllB,
BW25113_RS02635,BW25113_RS02635,BW25113_0513,NULL,uracil/xanthine transporter,
BW25113_RS02640,BW25113_RS02640,BW25113_0514,glxK,glycerate 3-kinase,
BW25113_RS02645,BW25113_RS02645,BW25113_0515,allE,(S)-ureidoglycine aminohydrolase,
BW25113_RS02650,BW25113_RS02650,BW25113_0516,allC,allantoate deiminase,
BW25113_RS02655,BW25113_RS02655,BW25113_0517,allD,ureidoglycolate dehydrogenase,
BW25113_RS02660,BW25113_RS02660,BW25113_0518,NULL,acyl-CoA synthetase FdrA,
BW25113_RS02665,BW25113_RS02665,BW25113_4572,NULL,DUF1116 domain-containing protein,
BW25113_RS02670,BW25113_RS02670,BW25113_0520,NULL,DUF2877 domain-containing protein,
BW25113_RS02675,BW25113_RS02675,BW25113_0521,NULL,carbamate kinase,
BW25113_RS02680,BW25113_RS02680,BW25113_0522,purK,5-(carboxyamino)imidazole ribonucleotide synthase,
BW25113_RS02685,BW25113_RS02685,BW25113_0523,purE,5-(carboxyamino)imidazole ribonucleotide mutase,
BW25113_RS02690,BW25113_RS02690,BW25113_0524,lpxH,UDP-2,3-diacylglucosamine diphosphatase,
